"koerperschaft_name","koerperschaft_name_gnd","gnd_sachgruppe","name_flag"
"Volk Verlag","Volk Verlag","Buchwissenschaft, Buchhandel","Verlag"
"Von-Loeper-Literaturverl.","Von Loeper Literaturverlag","Buchwissenschaft, Buchhandel","Verlag"
"Vonderheit","Heide-Marie Vonderheit (Firma)","Buchwissenschaft, Buchhandel","Unternehmen"
"Voodoo Press","Voodoo Press","Buchwissenschaft, Buchhandel",NULL
"W3-Verl.-Ges.","Zur Zeit W3 Verlagsges.m.b.H.","Buchwissenschaft, Buchhandel","Verlag"
"WDL-Verlag","WDL Verlag","Buchwissenschaft, Buchhandel","Verlag"
"WFB-Verlagsgruppe","WFB Verlagsgruppe Ltd.","Buchwissenschaft, Buchhandel","Verlag"
"WHB Verlag","WHB Verlag","Buchwissenschaft, Buchhandel","Verlag"
"WHV Wolfgang Hager Verlag","Wolfgang Hager Verlag","Buchwissenschaft, Buchhandel","Verlag"
"WIFA Druck und Verlag","WIFA Druck- und Verlags GmbH","Buchwissenschaft, Buchhandel","Verlag"
"WOA-Verl.","WOA Verlag","Buchwissenschaft, Buchhandel","Verlag"
"WOLL Verlag","WOLL Verlag","Buchwissenschaft, Buchhandel","Verlag"
"WaRo-Verlag Heidelberg","WaRo-Verlag Heidelberg","Buchwissenschaft, Buchhandel","Verlag"
"Wachholtz","Wachholtz Verlag","Buchwissenschaft, Buchhandel","Verlag"
"Wado-Verl.","Wado-Verlag","Buchwissenschaft, Buchhandel","Verlag"
"Wage-Verl.","Wage Verlag","Buchwissenschaft, Buchhandel","Verlag"
"Wagenbach","Verlag Klaus Wagenbach","Einzelne Branchen der Industrie und des Handwerks; Buchwissenschaft, Buchhandel","Verlag"
"Wagner Verlag","Wagner-Verlag","Buchwissenschaft, Buchhandel","Verlag"
"Waldgut Verlag","Waldgut Verlag","Buchwissenschaft, Buchhandel","Verlag"
"Waldkirch Verlag","Waldkirch KG Verlag-Druck-Agentur","Buchwissenschaft, Buchhandel","Verlag"
"Wallstein Verlag","Wallstein-Verlag","Buchwissenschaft, Buchhandel","Verlag"
"Wartberg Verlag","Wartberg Verlag","Buchwissenschaft, Buchhandel","Verlag"
"Wartburg Verlag","Wartburg Verlag","Buchwissenschaft, Buchhandel","Verlag"
"Waxmann","Waxmann Verlag","Buchwissenschaft, Buchhandel","Verlag"
"Web-Site-Verl.","Web-Site-Verlag","Buchwissenschaft, Buchhandel","Verlag"
"WeberVerlag.ch","Weber Verlag","Buchwissenschaft, Buchhandel","Verlag"
"Weidler","Weidler Buchverlag Berlin","Buchwissenschaft, Buchhandel","Verlag"
"Weimarer Verlagsgesellschaft","Weimarer Verlagsgesellschaft","Buchwissenschaft, Buchhandel","Verlag"
"Weishaupt Verlag","Verlag Herbert Weishaupt","Buchwissenschaft, Buchhandel","Verlag"
"Weiss-Verl.","Weiss-Verlag GmbH & Co. KG","Buchwissenschaft, Buchhandel","Verlag"
"WelkenVerlag","WelkenVerlag","Buchwissenschaft, Buchhandel","Verlag"
"Wellhausen & Marquardt","Wellhausen & Marquardt Medien","Buchwissenschaft, Buchhandel",NULL
"Weltbuch","Weltbuch Verlag GmbH","Buchwissenschaft, Buchhandel","Verlag"
"Wendepunkt Verlag","WENDEPUNKT Verlag","Buchwissenschaft, Buchhandel","Verlag"
"Werd & Weber Verlag","Werd & Weber Verlag","Buchwissenschaft, Buchhandel","Verlag"
"Werdewelt Verlags- und Medienhaus","Werdewelt Verlags- und Medienhaus GmbH","Buchwissenschaft, Buchhandel","Verlag"
"WerkdruckEDITION","werkdruck EDITION","Buchwissenschaft, Buchhandel","Verlag"
"Werner A. Prochazka","Werner A. Prochazka (Firma)","Buchwissenschaft, Buchhandel","Unternehmen"
"Westermann","Westermann Schulbuchverlag","Buchwissenschaft, Buchhandel","Verlag"
"Westflügel Verlag","Westflügel Verlag","Buchwissenschaft, Buchhandel","Verlag"
"Westkreuz-Verlag","Westkreuz-Verlag GmbH","Buchwissenschaft, Buchhandel","Verlag"
"WiderWort-Verl.","WiderWort-Verlag","Buchwissenschaft, Buchhandel","Verlag"
"Wiebers Verlag","Wiebers Verlag","Buchwissenschaft, Buchhandel","Verlag"
"Wieden-Verl.","Wiedenverlag","Buchwissenschaft, Buchhandel","Verlag"
"Wiedenverlag","Wiedenverlag","Buchwissenschaft, Buchhandel","Verlag"
"Wiesenburg Verlag","Wiesenburg Verlag","Buchwissenschaft, Buchhandel","Verlag"
"Wiesengrund Verlag","Wiesengrund Verlag","Buchwissenschaft, Buchhandel","Verlag"
"Wieser Verlag","Wieser Verlag","Buchwissenschaft, Buchhandel","Verlag"
"Wifa Verlag GmbH","WIFA Druck- und Verlags GmbH","Buchwissenschaft, Buchhandel","Verlag"
"Wilhelm Heyne Verlag","Wilhelm Heyne Verlag (München)","Buchwissenschaft, Buchhandel","Verlag"
"Windsor Verlag","Windsor Verlag ein Unternehmen der Windsor Group Development","Buchwissenschaft, Buchhandel","Verlag"
"Wirtschaftsverlag W.V. GmbH","Wirtschaftsverlag W.V. GmbH","Buchwissenschaft, Buchhandel","Verlag"
"Wiss. Buchges.","Wissenschaftliche Buchgesellschaft","Buchwissenschaft, Buchhandel","Gemeinschaft"
"Wiss. Verl. Bachmann","Dr. Michael Bachmann Wissenschaftlicher Verlag","Buchwissenschaft, Buchhandel","Verlag"
"Wissenmedia","wissenmedia in der inmediaONE] GmbH","Buchwissenschaft, Buchhandel","Unternehmen"
"Wittaverl.","Wittaverlag München","Buchwissenschaft, Buchhandel","Verlag"
"Wißner-Verlag","Wißner-Verlag","Buchwissenschaft, Buchhandel","Verlag"
"Wohlrab","Lutz Wohlrab (Firma)","Buchwissenschaft, Buchhandel","Unternehmen"
"Wolbern","Wolbern Verlagsgesellschaft","Buchwissenschaft, Buchhandel","Verlag"
"Wolf Präsente GmbH","Wolf Präsente GmbH","Buchwissenschaft, Buchhandel","Unternehmen"
"Wolfbach","Wolfbach Verlag","Buchwissenschaft, Buchhandel","Verlag"
"Wolff Verlag","Wolff Verlag","Buchwissenschaft, Buchhandel","Verlag"
"Wolfgang Hager Verlag","Wolfgang Hager Verlag","Buchwissenschaft, Buchhandel","Verlag"
"Wolkenreiter-Verl.","Wolkenreiter-Verlag","Buchwissenschaft, Buchhandel","Verlag"
"Woll Verlag","WOLL Verlag","Buchwissenschaft, Buchhandel","Verlag"
"Worms Verlag","Worms Verlag","Einzelne Branchen der Industrie und des Handwerks; Buchwissenschaft, Buchhandel","Verlag"
"Wort-und-Mensch-Verl.","wort und mensch-Verlag","Buchwissenschaft, Buchhandel","Verlag"
"Wortfeger Media","Wortfeger Media","Buchwissenschaft, Buchhandel",NULL
"Worthandel-Verl.","worthandel : verlag","Buchwissenschaft, Buchhandel","Verlag"
"Wortvergnügen","Wortvergnügen Verlag","Buchwissenschaft, Buchhandel","Verlag"
"Wunderhorn","Wunderhorn Verlag","Buchwissenschaft, Buchhandel","Verlag"
"Wunderlich","Wunderlich","Buchwissenschaft, Buchhandel",NULL
"Wunderraum","Wunderraum Verlag","Buchwissenschaft, Buchhandel","Verlag"
"Wunderwaldverl.","Wunderwaldverlag","Buchwissenschaft, Buchhandel","Verlag"
"Wunderwaldverlag","Wunderwaldverlag","Buchwissenschaft, Buchhandel","Verlag"
"Wurdack Verlag","Ernst Wurdack (Firma)","Buchwissenschaft, Buchhandel","Unternehmen"
"Wörterseh","Wörterseh Verlag","Buchwissenschaft, Buchhandel","Verlag"
"XS-Verl.","XS-Verlag","Buchwissenschaft, Buchhandel","Verlag"
"Xanthippe","Edition Xanthippe","Buchwissenschaft, Buchhandel","Verlag"
"Yantra","YANTRA Handels- u. VerlagsgesmbH","Buchwissenschaft, Buchhandel","Verlag"
"Yara-Ed.","Edition Yara","Buchwissenschaft, Buchhandel","Verlag"
"Yeotone","Yeotone","Buchwissenschaft, Buchhandel",NULL
"ZIEL","ZIEL - Zentrum für Interdisziplinäres Erfahrungsorientieres Lernen (Augsburg)","Buchwissenschaft, Buchhandel; Einzelne Branchen der Industrie und des Handwerks",NULL
"Zaunkönigin-Verl. Müller","ZAUNKÖNIGIN Verlag Müller","Buchwissenschaft, Buchhandel","Verlag"
"Zeitschnur-Verl.","Zeitschnur Verlag","Buchwissenschaft, Buchhandel","Verlag"
"Zero Verlag","ZERO-Verlag","Buchwissenschaft, Buchhandel","Verlag"
"Zweitausendeins","Zweitausendeins-Versand (Frankfurt, Main)","Buchwissenschaft, Buchhandel",NULL
"Zytglogge Verlag","Zytglogge Verlag","Buchwissenschaft, Buchhandel","Verlag"
"[SIC] – Literaturverlag","[SIC]-Literaturverlag","Buchwissenschaft, Buchhandel","Verlag"
"adakia Verlag","adakia Verlag","Buchwissenschaft, Buchhandel","Verlag"
"adeo","adeo","Buchwissenschaft, Buchhandel",NULL
"amardi verlag","amardi verlag","Buchwissenschaft, Buchhandel","Verlag"
"art & words","art & words - Verlag für Kunst und Literatur","Buchwissenschaft, Buchhandel","Verlag"
"assoverlag","assoverlag","Buchwissenschaft, Buchhandel","Verlag"
"audimax Medien","audimax medien gmbh","Buchwissenschaft, Buchhandel","Unternehmen"
"axel dielmann verlag","Axel Dielmann Verlag","Buchwissenschaft, Buchhandel","Verlag"
"be.bra wissenschaft verlag","be.bra wissenschaft verlag","Buchwissenschaft, Buchhandel","Verlag"
"beingoo","beingoo e.K.","Buchwissenschaft, Buchhandel","Unternehmen"
"blv","BLV Buchverlag GmbH & Co. KG","Buchwissenschaft, Buchhandel","Verlag"
"boox-verlag","boox-verlag","Buchwissenschaft, Buchhandel","Verlag"
"btb","btb Verlag","Buchwissenschaft, Buchhandel","Verlag"
"bu-bu der bunte buchladen","bu-bu, der bunte buchladen","Buchwissenschaft, Buchhandel",NULL
"buch+musik ejw-Service gmbh","buch+musik ejw-service gmbh","Buchwissenschaft, Buchhandel","Unternehmen"
"burgart-presse","Burgart-Presse Jens Henkel (Rudolstadt)","Papierherstellung, Grafische Technik; Buchwissenschaft, Buchhandel",NULL
"cW-Nordwest-Media-Verl.-Ges.","CW Nordwest Media Verlagsgesellschaft mbH","Buchwissenschaft, Buchhandel","Verlag"
"capybarabooks","capybarabooks","Buchwissenschaft, Buchhandel",NULL
"ch. falk-verlag","Christa Falk Verlag","Buchwissenschaft, Buchhandel","Verlag"
"chiliverlag","chiliverlag","Buchwissenschaft, Buchhandel","Verlag"
"cri-ki-Verl.","cri-ki-Verlag","Buchwissenschaft, Buchhandel","Verlag"
"crimetime","crimetime-Verlag","Buchwissenschaft, Buchhandel","Verlag"
"custos verlag","custos verlag e.K.","Buchwissenschaft, Buchhandel","Verlag"
"dahlemer verlagsanstalt","dahlemer verlagsanstalt","Buchwissenschaft, Buchhandel","Verlag"
"debux-Verl.","debux Verlag e.K.","Buchwissenschaft, Buchhandel","Verlag"
"denkhaus Verlag","denkhaus Verlag","Buchwissenschaft, Buchhandel","Verlag"
"destinatio Verlag","destinatio Verlag","Buchwissenschaft, Buchhandel","Verlag"
"disadorno edition","disadorno edition","Buchwissenschaft, Buchhandel","Verlag"
"dtv Verlagsgesellschaft","Deutscher Taschenbuch-Verlag (München)","Buchwissenschaft, Buchhandel","Verlag"
"dup, düsseldorf university press","Düsseldorf University Press","Buchwissenschaft, Buchhandel",NULL
"düsseldorf university press","Düsseldorf University Press","Buchwissenschaft, Buchhandel",NULL
"eFeF-Verlag","eFeF Verlag","Buchwissenschaft, Buchhandel","Verlag"
"echomedia buchverlag","echomedia buchverlag","Buchwissenschaft, Buchhandel","Verlag"
"edition AZUR","Verlag Voland & Quist. edition AZUR","Buchwissenschaft, Buchhandel","Verlag"
"edition Friedenauer Brücke","edition Friedenauer Brücke","Buchwissenschaft, Buchhandel","Verlag"
"edition assemblage","edition assemblage","Buchwissenschaft, Buchhandel","Verlag"
"edition bodoni","Edition Bodoni (Berlin)","Buchwissenschaft, Buchhandel; Einzelne Branchen der Industrie und des Handwerks","Verlag"
"edition bücherlese","edition bücherlese","Buchwissenschaft, Buchhandel","Verlag"
"edition chrismon","Edition Chrismon","Buchwissenschaft, Buchhandel","Verlag"
"edition fünf","edition fünf","Buchwissenschaft, Buchhandel","Verlag"
"edition grundrisse","edition grundrisse Robert Foltin","Buchwissenschaft, Buchhandel","Verlag"
"edition k&s","Autorinnen Verlag edition k&s","Buchwissenschaft, Buchhandel","Verlag"
"edition keiper","edition keiper","Buchwissenschaft, Buchhandel","Verlag"
"edition promenade","edition promenade","Buchwissenschaft, Buchhandel","Verlag"
"edition q im bebra verlag","be.bra verlag","Buchwissenschaft, Buchhandel","Verlag"
"edition sonne und mond","edition sonne und mond Manfred Stangel","Buchwissenschaft, Buchhandel","Verlag"
"edition zebra","edition zebra","Buchwissenschaft, Buchhandel","Verlag"
"editionwort","edition Wort","Buchwissenschaft, Buchhandel","Verlag"
"elfundzehn","elfundzehn Verlag","Buchwissenschaft, Buchhandel","Verlag"
"erscheint jährlich in der Edition Angewandte bei De Gruyter","Walter de Gruyter GmbH & Co. KG","Buchwissenschaft, Buchhandel","Unternehmen"
"es-Verlag","es-Verlag","Buchwissenschaft, Buchhandel","Verlag"
"fabula Verlag Hamburg","fabula Verlag Hamburg","Buchwissenschaft, Buchhandel","Verlag"
"fallen star","fallen star e.K.","Buchwissenschaft, Buchhandel","Unternehmen"
"fe-medienverlag","fe-medienverlags gmbh","Buchwissenschaft, Buchhandel","Verlag"
"fhl Verlag","fhl Verlag Leipzig UG","Buchwissenschaft, Buchhandel","Verlag"
"fibre","fibre Verlag","Buchwissenschaft, Buchhandel","Verlag"
"frechverlag GmbH","frechverlag","Buchwissenschaft, Buchhandel","Verlag"
"freiraum-verlag","FreiRaum Verlag","Buchwissenschaft, Buchhandel","Verlag"
"hendrik Bäßler verlag","hendrik Bäßler verlag","Buchwissenschaft, Buchhandel","Verlag"
"hochroth","hochroth - Gemeinnützige Literaturvermittlung","Buchwissenschaft, Buchhandel",NULL
"hockebooks","hockebooks GmbH","Buchwissenschaft, Buchhandel","Unternehmen"
"ibidem-Verlag","ibidem-Verlag","Buchwissenschaft, Buchhandel","Verlag"
"ihleo verlag","ihleo verlag","Buchwissenschaft, Buchhandel","Verlag"
"in-Cultura.com","in-Cultura.com GmbH","Buchwissenschaft, Buchhandel","Unternehmen"
"jmb-Verlag","JMB-Verlag","Buchwissenschaft, Buchhandel","Verlag"
"kbw bibelwerk","Verlag Katholisches Bibelwerk","Einzelne Branchen der Industrie und des Handwerks; Buchwissenschaft, Buchhandel","Verlag"
"klausur-verlag","klausur-verlag","Buchwissenschaft, Buchhandel","Verlag"
"konkursbuch verlag","Konkursbuch Verlag Claudia Gehrke","Einzelne Branchen der Industrie und des Handwerks; Buchwissenschaft, Buchhandel","Verlag"
"kunstanstifter","Kunstanstifter Verlag e.Kfr.","Buchwissenschaft, Buchhandel","Verlag"
"laurin","Edition Laurin","Buchwissenschaft, Buchhandel","Verlag"
"lectorbooks, ein Imprint der Torat GmbH","lectorbooks","Buchwissenschaft, Buchhandel",NULL
"lehmanns media","Lehmanns Media GmbH","Buchwissenschaft, Buchhandel","Unternehmen"
"mXpro","mXpro GmbH - mediaXproduction","Buchwissenschaft, Buchhandel","Unternehmen"
"mainbook","MainBook Verlag","Buchwissenschaft, Buchhandel","Verlag"
"mandelbaum verlag","Mandelbaum Verlag","Buchwissenschaft, Buchhandel","Verlag"
"mare","Mare Verlag GmbH & Co. oHG","Buchwissenschaft, Buchhandel","Verlag"
"mariprosa","mariprosa","Buchwissenschaft, Buchhandel",NULL
"marixverlag","marix Verlag","Buchwissenschaft, Buchhandel","Verlag"
"mediaKern","mediaKern GmbH","Buchwissenschaft, Buchhandel","Unternehmen"
"medimont","medimont Verlag GmbH","Buchwissenschaft, Buchhandel","Verlag"
"mikrotext","mikrotext (Körperschaft)","Buchwissenschaft, Buchhandel",NULL
"morgenroth media","morgenroth media GmbH","Buchwissenschaft, Buchhandel","Unternehmen"
"moses Verlag","moses. Verlag GmbH","Buchwissenschaft, Buchhandel","Verlag"
"muc Verlag","muc Verlag","Buchwissenschaft, Buchhandel","Verlag"
"mvg verlag","mvg Verlag","Buchwissenschaft, Buchhandel","Verlag"
"münstermitte medienverlag","münstermitte medienverlag GmbH & Co. KG","Buchwissenschaft, Buchhandel","Verlag"
"neobooks","neobooks","Buchwissenschaft, Buchhandel",NULL
"nicolai","Nicolaische Buchhandlung","Handel einzelner Branchen, Dienstleistung einzelner Branchen; Buchwissenschaft, Buchhandel","Buchhandlung"
"novum Verlag","novum pro Verlag","Buchwissenschaft, Buchhandel","Verlag"
"ohneohren verlag","Verlag OHNEOHREN Ingrid Pointecker","Buchwissenschaft, Buchhandel","Verlag"
"onomato verlag","onomato (Firma)","Buchwissenschaft, Buchhandel","Unternehmen"
"outlook Verlag","Outlook Verlag","Buchwissenschaft, Buchhandel","Verlag"
"p.machinery","p.machinery","Buchwissenschaft, Buchhandel",NULL
"pdk-Verl.","pdk Verlag","Buchwissenschaft, Buchhandel","Verlag"
"pkp Verlag","Pierre Kynast (Firma)","Buchwissenschaft, Buchhandel","Unternehmen"
"pro MESSAGE","pro MESSAGE oHG","Buchwissenschaft, Buchhandel","Unternehmen"
"pro mente edition","pro mente edition","Buchwissenschaft, Buchhandel","Verlag"
"product verlag","Product Verlag Ernst-Walter Hug","Buchwissenschaft, Buchhandel","Verlag"
"projektverlag","Projekt Verlag","Buchwissenschaft, Buchhandel","Verlag"
"pudelundpinscher","edition pudelundpinscher","Buchwissenschaft, Buchhandel","Verlag"
"quartus-Verlag","Quartus-Verlag","Buchwissenschaft, Buchhandel","Verlag"
"ratio-books","ratio-books","Buchwissenschaft, Buchhandel",NULL
"riki","riki GmbH","Buchwissenschaft, Buchhandel","Unternehmen"
"riva","riva Verlag","Buchwissenschaft, Buchhandel","Verlag"
"rosenheimer","Rosenheimer Verlagshaus","Buchwissenschaft, Buchhandel","Verlag"
"rüffer & rub","rüffer & rub Sachbuchverlag","Buchwissenschaft, Buchhandel; Einzelne Branchen der Industrie und des Handwerks","Verlag"
"skript-Verlag","Skript-Verlag","Buchwissenschaft, Buchhandel","Verlag"
"sonne & mond","edition sonne und mond Manfred Stangel","Buchwissenschaft, Buchhandel","Verlag"
"steinbach sprechende bücher","steinbach sprechende bücher e.Kfr.","Buchwissenschaft, Buchhandel",NULL
"sujet verlag","Sujet Druck & Verlag","Buchwissenschaft, Buchhandel","Verlag"
"synergenVerlag","synergenVerlag","Buchwissenschaft, Buchhandel","Verlag"
"tosa","Tosa GmbH","Buchwissenschaft, Buchhandel","Unternehmen"
"tpk-Verlag","tpk-Verlag","Buchwissenschaft, Buchhandel","Verlag"
"trafo","trafo Literaturverlag","Buchwissenschaft, Buchhandel","Verlag"
"tredition","Tredition GmbH (Hamburg)","Buchwissenschaft, Buchhandel; Einzelne Branchen der Industrie und des Handwerks","Unternehmen"
"tvd-Verl.","tvd Verlag GmbH","Buchwissenschaft, Buchhandel","Verlag"
"unartproduktion","Unartproduktion (Dornbirn)","Buchwissenschaft, Buchhandel; Einzelne Branchen der Industrie und des Handwerks",NULL
"van Aaken","Talishja van Aaken (Firma)","Buchwissenschaft, Buchhandel","Unternehmen"
"wek-Verl.","wek-Verlag","Buchwissenschaft, Buchhandel","Verlag"
"wesText Verlag","wesText Verlag","Buchwissenschaft, Buchhandel","Verlag"
"wtv","WTV","Buchwissenschaft, Buchhandel",NULL
"xenomoi","xenomoi verlag e.K.","Buchwissenschaft, Buchhandel","Verlag"
"zu Klampen!","zu Klampen Verlag","Buchwissenschaft, Buchhandel","Verlag"
"zwiebook","ZWIEBOOK","Buchwissenschaft, Buchhandel",NULL
"Éditions Guy Binsfeld","com'unity sarl Edition Guy Binsfeld","Buchwissenschaft, Buchhandel","Verlag"
"ß Verlag","ß Verlag & Medien GbR","Buchwissenschaft, Buchhandel","Verlag"
